CO2,Country of birth/nationality,Variable,Gender,Country,Year,Value
IRN,Iran,Inflows of foreign population by nationality,Total,Slovenia,2014,19
IRN,Iran,Inflows of foreign population by nationality,Total,Slovenia,2015,28
IRN,Iran,Inflows of foreign population by nationality,Total,Slovenia,2016,23
IRN,Iran,Inflows of foreign population by nationality,Total,Slovenia,2017,21
IRN,Iran,Inflows of foreign population by nationality,Total,Slovenia,2018,24
IRN,Iran,Inflows of foreign population by nationality,Total,Slovenia,2019,67
IRN,Iran,Outflows of foreign population by nationality,Total,Slovenia,2012,1
IRN,Iran,Outflows of foreign population by nationality,Total,Slovenia,2014,2
IRN,Iran,Outflows of foreign population by nationality,Total,Slovenia,2015,3
IRN,Iran,Outflows of foreign population by nationality,Total,Slovenia,2019,14
IRN,Iran,Inflows of foreign population by nationality,Women,Latvia,2014,0
IRN,Iran,Inflows of foreign population by nationality,Women,Latvia,2017,0
IRN,Iran,Inflows of foreign population by nationality,Women,Latvia,2018,1
IRN,Iran,Inflows of foreign population by nationality,Women,Latvia,2019,1
IRN,Iran,Inflows of foreign population by nationality,Total,Latvia,2014,1
IRN,Iran,Inflows of foreign population by nationality,Total,Latvia,2017,2
IRN,Iran,Inflows of foreign population by nationality,Total,Latvia,2018,10
IRN,Iran,Inflows of foreign population by nationality,Total,Latvia,2019,6
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2000,40000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2002,39286
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2003,44444
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2004,55102
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2005,65625
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2006,26667
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2007,46154
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2008,41667
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2009,42857
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2010,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2011,51613
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2012,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2013,65517
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2014,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2015,36066
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2017,62903
IRN,Iran,Outflows of foreign population by nationality,Share of women,Italy,2019,41096
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2003,20000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2004,37500
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2005,26923
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2006,28947
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2007,33824
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2008,38889
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2009,40625
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2010,46835
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2011,51852
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2012,34286
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2013,43103
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2014,53968
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2015,45455
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2016,57534
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2017,51969
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2018,47619
IRN,Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2019,48963
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2010,44538
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2011,47399
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2012,44118
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2013,35294
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2014,37102
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2015,38571
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2016,39837
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2017,39474
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2018,35345
IRN,Iran,Outflows of foreign population by nationality,Share of women,Belgium,2019,45133
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2010,45211
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2011,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2012,45824
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2013,45767
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2014,47668
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2015,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2016,52392
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2017,49897
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2018,47855
IRN,Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2019,52294
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2006,55955
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2007,54447
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2008,47654
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2009,55858
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2010,52421
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2011,49815
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2012,52381
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2013,53819
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2014,52929
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2015,54649
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2016,57420
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2017,52168
IRN,Iran,Inflows of foreign population by nationality,Share of women,France,2018,51635
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2007,53333
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2010,33333
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2011,32143
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2012,53333
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2013,46154
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2014,35000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2015,43333
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2016,18750
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2017,39130
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2018,41667
IRN,Iran,Inflows of foreign population by nationality,Share of women,Mexico,2019,9091
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2000,39881
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2001,40119
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2002,43505
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2003,43133
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2004,43020
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2005,44951
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2006,47457
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2007,49240
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2008,43998
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2009,44065
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2010,41457
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2011,42551
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2012,43348
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2013,46630
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2014,46644
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2015,31943
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2016,32787
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2017,43894
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2018,43856
IRN,Iran,Inflows of foreign population by nationality,Share of women,Germany,2019,44670
IRN,Iran,Outflows of foreign population by nationality,Share of women,Slovenia,2014,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Slovenia,2015,66667
IRN,Iran,Outflows of foreign population by nationality,Share of women,Slovenia,2019,35714
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2006,68889
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2007,62121
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2008,47143
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2009,47917
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2010,41176
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2011,50926
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2012,40187
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2013,39552
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2014,41176
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2015,43092
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2016,40594
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2017,40682
IRN,Iran,Outflows of foreign population by nationality,Share of women,Denmark,2019,44039
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2000,46032
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2001,51685
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2002,49254
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2003,54808
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2004,46774
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2005,54861
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2006,55556
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2007,55696
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2008,57955
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2009,55072
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2010,43750
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2011,46610
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2012,44882
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2013,54054
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2014,50323
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2015,46154
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2016,45161
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2017,44681
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2018,46377
IRN,Iran,Outflows of foreign population by nationality,Share of women,Norway,2019,49180
IRN,Iran,Inflows of foreign population by nationality,Share of women,Latvia,2014,0
IRN,Iran,Inflows of foreign population by nationality,Share of women,Latvia,2017,0
IRN,Iran,Inflows of foreign population by nationality,Share of women,Latvia,2019,16667
