Country of birth/nationality,Variable,Gender,Country,Year,Value
Iran,Inflows of foreign population by nationality,Share of women,Austria,2005,48500
Iran,Inflows of foreign population by nationality,Share of women,Austria,2006,50717
Iran,Inflows of foreign population by nationality,Share of women,Austria,2007,48403
Iran,Inflows of foreign population by nationality,Share of women,Austria,2008,49383
Iran,Inflows of foreign population by nationality,Share of women,Austria,2009,47917
Iran,Inflows of foreign population by nationality,Share of women,Austria,2010,48740
Iran,Inflows of foreign population by nationality,Share of women,Austria,2011,46775
Iran,Inflows of foreign population by nationality,Share of women,Austria,2012,46243
Iran,Inflows of foreign population by nationality,Share of women,Austria,2013,48285
Iran,Inflows of foreign population by nationality,Share of women,Austria,2014,47511
Iran,Inflows of foreign population by nationality,Share of women,Austria,2015,35994
Iran,Inflows of foreign population by nationality,Share of women,Austria,2016,38136
Iran,Inflows of foreign population by nationality,Share of women,Austria,2017,47619
Iran,Inflows of foreign population by nationality,Share of women,Austria,2018,45321
Iran,Inflows of foreign population by nationality,Share of women,Austria,2019,45714
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2006,28571
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2008,50000
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2009,900000
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2010,42857
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2011,800000
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2012,25000
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2013,66667
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2014,66667
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2015,28571
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2016,50000
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2017,66667
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2018,60000
Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2019,45455
Iran,Inflows of foreign population by nationality,Share of women,United States,2002,52346
Iran,Inflows of foreign population by nationality,Share of women,United States,2003,55740
Iran,Inflows of foreign population by nationality,Share of women,United States,2004,52463
Iran,Inflows of foreign population by nationality,Share of women,United States,2005,52243
Iran,Inflows of foreign population by nationality,Share of women,United States,2006,53990
Iran,Inflows of foreign population by nationality,Share of women,United States,2007,55526
Iran,Inflows of foreign population by nationality,Share of women,United States,2008,51776
Iran,Inflows of foreign population by nationality,Share of women,United States,2009,51480
Iran,Inflows of foreign population by nationality,Share of women,United States,2010,53695
Iran,Inflows of foreign population by nationality,Share of women,United States,2011,53427
Iran,Inflows of foreign population by nationality,Share of women,United States,2012,51765
Iran,Inflows of foreign population by nationality,Share of women,United States,2013,49646
Iran,Inflows of foreign population by nationality,Share of women,United States,2014,52406
Iran,Inflows of foreign population by nationality,Share of women,United States,2015,52181
Iran,Inflows of foreign population by nationality,Share of women,United States,2016,52655
Iran,Inflows of foreign population by nationality,Share of women,United States,2017,53056
Iran,Inflows of foreign population by nationality,Share of women,United States,2018,49753
Iran,Inflows of foreign population by nationality,Share of women,United States,2019,49836
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2008,36975
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2009,40088
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2010,43176
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2011,40416
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2012,39886
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2013,44444
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2014,45272
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2015,46951
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2016,49438
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2017,46680
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2018,46433
Iran,Inflows of foreign population by nationality,Share of women,Hungary,2019,46039
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2007,40000
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2008,16667
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2009,25000
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2010,28571
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2011,92308
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2012,21429
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2013,40000
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2014,28571
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2015,40909
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2016,55556
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2017,44828
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2018,45833
Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2019,40299
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2000,39147
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2001,43662
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2002,47183
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2003,50794
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2004,46296
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2005,50754
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2006,46212
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2007,43564
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2008,43103
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2009,50365
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2010,46927
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2011,50000
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2012,48739
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2013,44488
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2014,49577
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2015,46959
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2016,47869
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2017,49838
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2018,48529
Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2019,47959
Iran,Inflows of foreign population by nationality,Share of women,Australia,2000,49431
Iran,Inflows of foreign population by nationality,Share of women,Australia,2001,51830
Iran,Inflows of foreign population by nationality,Share of women,Australia,2002,52215
Iran,Inflows of foreign population by nationality,Share of women,Australia,2003,52821
Iran,Inflows of foreign population by nationality,Share of women,Australia,2004,53876
Iran,Inflows of foreign population by nationality,Share of women,Australia,2005,48430
Iran,Inflows of foreign population by nationality,Share of women,Australia,2006,48980
Iran,Inflows of foreign population by nationality,Share of women,Australia,2007,48823
Iran,Inflows of foreign population by nationality,Share of women,Australia,2008,46661
Iran,Inflows of foreign population by nationality,Share of women,Australia,2009,46448
Iran,Inflows of foreign population by nationality,Share of women,Australia,2010,47271
Iran,Inflows of foreign population by nationality,Share of women,Australia,2011,57405
Iran,Inflows of foreign population by nationality,Share of women,Australia,2012,65642
Iran,Inflows of foreign population by nationality,Share of women,Australia,2013,62777
Iran,Inflows of foreign population by nationality,Share of women,Australia,2014,52729
Iran,Inflows of foreign population by nationality,Share of women,Australia,2015,46557
Iran,Inflows of foreign population by nationality,Share of women,Australia,2016,49120
Iran,Inflows of foreign population by nationality,Share of women,Australia,2017,48829
Iran,Inflows of foreign population by nationality,Share of women,Australia,2018,50547
Iran,Inflows of foreign population by nationality,Share of women,Australia,2019,51133
Iran,Inflows of foreign population by nationality,Share of women,Italy,2000,44203
Iran,Inflows of foreign population by nationality,Share of women,Italy,2002,44048
Iran,Inflows of foreign population by nationality,Share of women,Italy,2003,46750
Iran,Inflows of foreign population by nationality,Share of women,Italy,2004,51210
Iran,Inflows of foreign population by nationality,Share of women,Italy,2005,53671
Iran,Inflows of foreign population by nationality,Share of women,Italy,2006,55896
Iran,Inflows of foreign population by nationality,Share of women,Italy,2007,47480
Iran,Inflows of foreign population by nationality,Share of women,Italy,2008,50104
Iran,Inflows of foreign population by nationality,Share of women,Italy,2009,56465
Iran,Inflows of foreign population by nationality,Share of women,Italy,2010,49597
Iran,Inflows of foreign population by nationality,Share of women,Italy,2011,46809
Iran,Inflows of foreign population by nationality,Share of women,Italy,2012,47170
Iran,Inflows of foreign population by nationality,Share of women,Italy,2013,49535
Iran,Inflows of foreign population by nationality,Share of women,Italy,2014,48382
Iran,Inflows of foreign population by nationality,Share of women,Italy,2015,46050
Iran,Inflows of foreign population by nationality,Share of women,Italy,2016,52153
Iran,Inflows of foreign population by nationality,Share of women,Italy,2017,50230
Iran,Inflows of foreign population by nationality,Share of women,Italy,2018,51146
Iran,Inflows of foreign population by nationality,Share of women,Italy,2019,50667
